name,id,shortName,domainType,formName,valueType,categoryCombo.id
TBLabCDRR_141-Methylene blue (gm) (gms),OncDgjoL4Z7,TBLabCDRR_141-Methylene blue (gm) (gms),AGGREGATE,Methylene blue (gm) (gms),INTEGER_ZERO_OR_POSITIVE,ZRi1cz06BRC
TBLabCDRR_142-Immersion oil (mls) (mls),DVIDY6hcFZ8,TBLabCDRR_142-Immersion oil (mls) (mls),AGGREGATE,Immersion oil (mls) (mls),INTEGER_ZERO_OR_POSITIVE,ZRi1cz06BRC
TBLabCDRR_143-Aplicator sticks (pcs) (pieces),oZOr021hU4c,TBLabCDRR_143-Aplicator sticks (pcs) (pieces),AGGREGATE,Aplicator sticks (pcs) (pieces),INTEGER_ZERO_OR_POSITIVE,ZRi1cz06BRC
TBLabCDRR_144-Filter paper (pcs) (pieces),EU8VKrAh3an,TBLabCDRR_144-Filter paper (pcs) (pieces),AGGREGATE,Filter paper (pcs) (pieces),INTEGER_ZERO_OR_POSITIVE,ZRi1cz06BRC
"TBLabCDRR_15-PCR Tubes ,0.2ml (tubes)",MhaPrnTMuXm,"TBLabCDRR_15-PCR Tubes ,0.2ml (tubes)",AGGREGATE,"PCR Tubes ,0.2ml (tubes)",INTEGER_ZERO_OR_POSITIVE,ZRi1cz06BRC
TBLabCDRR_16-GT Blot Trays (pcs),CsARPuXuKJ6,TBLabCDRR_16-GT Blot Trays (pcs),AGGREGATE,GT Blot Trays (pcs),INTEGER_ZERO_OR_POSITIVE,axQvNPII7An
TBLabCDRR_17-2nd Line LPA (),YsOCsjX0AYY,TBLabCDRR_17-2nd Line LPA (),AGGREGATE,2nd Line LPA (),INTEGER_ZERO_OR_POSITIVE,axQvNPII7An
TBLabCDRR_18-MTBDR SL(Hain) (pcs),Wx9Rg6CxcSk,TBLabCDRR_18-MTBDR SL(Hain) (pcs),AGGREGATE,MTBDR SL(Hain) (pcs),INTEGER_ZERO_OR_POSITIVE,ZRi1cz06BRC
TBLabCDRR_19-Genolyse kit (pcs),At937rygnFI,TBLabCDRR_19-Genolyse kit (pcs),AGGREGATE,Genolyse kit (pcs),INTEGER_ZERO_OR_POSITIVE,ZRi1cz06BRC
TBLabCDRR_2-Gene Xpat MTB/RIF (pcs),S3v6rPBWfk0,TBLabCDRR_2-Gene Xpat MTB/RIF (pcs),AGGREGATE,Gene Xpat MTB/RIF (pcs),INTEGER_ZERO_OR_POSITIVE,ZRi1cz06BRC
TBLabCDRR_20-Molecular water biology grade (mls),OhXdJhfht1s,TBLabCDRR_20-Molecular water biology grade (mls),AGGREGATE,Molecular water biology grade (mls),INTEGER_ZERO_OR_POSITIVE,ZRi1cz06BRC
TBLabCDRR_21-PCR tubes tray (pcs),NUTiXItaofy,TBLabCDRR_21-PCR tubes tray (pcs),AGGREGATE,PCR tubes tray (pcs),INTEGER_ZERO_OR_POSITIVE,ZRi1cz06BRC
"TBLabCDRR_22-Cryovials for molecular biology, sterile with cap, 1.5 ml (tubes)",nuHlZZlZR8T,"TBLabCDRR_22-Cryovials for molecular biology, ster",AGGREGATE,"Cryovials for molecular biology, sterile with cap, 1.5 ml (tubes)",INTEGER_ZERO_OR_POSITIVE,ZRi1cz06BRC
"TBLabCDRR_23-PCR Tubes ,0.2ml (tubes)",Gbbwou6rK0M,"TBLabCDRR_23-PCR Tubes ,0.2ml (tubes)",AGGREGATE,"PCR Tubes ,0.2ml (tubes)",INTEGER_ZERO_OR_POSITIVE,ZRi1cz06BRC
TBLabCDRR_24-GT Blot Trays (pcs),dXcicpx177V,TBLabCDRR_24-GT Blot Trays (pcs),AGGREGATE,GT Blot Trays (pcs),INTEGER_ZERO_OR_POSITIVE,axQvNPII7An
TBLabCDRR_25-LPA speciation (),NoQHxgXaN9h,TBLabCDRR_25-LPA speciation (),AGGREGATE,LPA speciation (),INTEGER_ZERO_OR_POSITIVE,axQvNPII7An
TBLabCDRR_26-MTBDR AS (pcs),gLzXCukKGXD,TBLabCDRR_26-MTBDR AS (pcs),AGGREGATE,MTBDR AS (pcs),INTEGER_ZERO_OR_POSITIVE,ZRi1cz06BRC
TBLabCDRR_27-MTBDR CM (pcs),SMTq0IuMGvb,TBLabCDRR_27-MTBDR CM (pcs),AGGREGATE,MTBDR CM (pcs),INTEGER_ZERO_OR_POSITIVE,ZRi1cz06BRC
TBLabCDRR_28-Molecular water biology grade (mls),PwZPxyogrV6,TBLabCDRR_28-Molecular water biology grade (mls),AGGREGATE,Molecular water biology grade (mls),INTEGER_ZERO_OR_POSITIVE,ZRi1cz06BRC
TBLabCDRR_29-PCR tubes tray (pcs),Vel0JOd4mxO,TBLabCDRR_29-PCR tubes tray (pcs),AGGREGATE,PCR tubes tray (pcs),INTEGER_ZERO_OR_POSITIVE,ZRi1cz06BRC
TBLabCDRR_3-Gene Xpat Ultra (pcs),Iqe1zMAzY4w,TBLabCDRR_3-Gene Xpat Ultra (pcs),AGGREGATE,Gene Xpat Ultra (pcs),INTEGER_ZERO_OR_POSITIVE,ZRi1cz06BRC
"TBLabCDRR_30-Cryovials for molecular biology, sterile with cap, 1.5 ml (tubes)",fxLfNpPSu2w,"TBLabCDRR_30-Cryovials for molecular biology, ster",AGGREGATE,"Cryovials for molecular biology, sterile with cap, 1.5 ml (tubes)",INTEGER_ZERO_OR_POSITIVE,ZRi1cz06BRC
TBLabCDRR_300  AST Carriers 8,M1YBWVJMKZg,TBLabCDRR_300  AST Carriers 8,AGGREGATE,TBLabCDRR_300  AST Carriers 8,INTEGER_ZERO_OR_POSITIVE,ZRi1cz06BRC
TBLabCDRR_301  AST Carriers 3,FZEBqNhSZ63,TBLabCDRR_301  AST Carriers 3,AGGREGATE,TBLabCDRR_301  AST Carriers 3,INTEGER_ZERO_OR_POSITIVE,ZRi1cz06BRC
TBLabCDRR_302 AST Carriers 5,CR9VWruDVYQ,TBLabCDRR_302 AST Carriers 5,AGGREGATE,TBLabCDRR_302 AST Carriers 5,INTEGER_ZERO_OR_POSITIVE,ZRi1cz06BRC
TBLabCDRR_303 Caribrators,SFwy42q2hrv,TBLabCDRR_303 Caribrators,AGGREGATE,TBLabCDRR_303 Caribrators,INTEGER_ZERO_OR_POSITIVE,ZRi1cz06BRC
TBLabCDRR_304 Tripple packaging,s1R1GUDLfWk,TBLabCDRR_304 Tripple packaging,AGGREGATE,TBLabCDRR_304 Tripple packaging,INTEGER_ZERO_OR_POSITIVE,ZRi1cz06BRC
TBLabCDRR_305 Flat botom flask (2L),NKnzgMT7ivB,TBLabCDRR_305 Flat botom flask (2L),AGGREGATE,TBLabCDRR_305 Flat botom flask (2L),INTEGER_ZERO_OR_POSITIVE,ZRi1cz06BRC
TBLabCDRR_306 Glass bottles(1000ml),RSSbvbPP2Z0,TBLabCDRR_306 Glass bottles(1000ml),AGGREGATE,TBLabCDRR_306 Glass bottles(1000ml),INTEGER_ZERO_OR_POSITIVE,ZRi1cz06BRC
TBLabCDRR_307 Glass bottles(500ml),vM5eW2xCVlo,TBLabCDRR_307 Glass bottles(500ml),AGGREGATE,TBLabCDRR_307 Glass bottles(500ml),INTEGER_ZERO_OR_POSITIVE,ZRi1cz06BRC
TBLabCDRR_308 Glass bottles(250ml),x79b5kbMY1I,TBLabCDRR_308 Glass bottles(250ml),AGGREGATE,TBLabCDRR_308 Glass bottles(250ml),INTEGER_ZERO_OR_POSITIVE,ZRi1cz06BRC
TBLabCDRR_309 measuring cylinder(50ml),aHRjhkuhsVq,TBLabCDRR_309 measuring cylinder(50ml),AGGREGATE,TBLabCDRR_309 measuring cylinder(50ml),INTEGER_ZERO_OR_POSITIVE,ZRi1cz06BRC
"TBLabCDRR_31-PCR Tubes ,0.2ml (tubes)",h7CsVnwyncW,"TBLabCDRR_31-PCR Tubes ,0.2ml (tubes)",AGGREGATE,"PCR Tubes ,0.2ml (tubes)",INTEGER_ZERO_OR_POSITIVE,ZRi1cz06BRC
TBLabCDRR_310 measuring cylinder(100ml),e2AhGeUu90s,TBLabCDRR_310 measuring cylinder(100ml),AGGREGATE,TBLabCDRR_310 measuring cylinder(100ml),INTEGER_ZERO_OR_POSITIVE,ZRi1cz06BRC
TBLabCDRR_311 measuring cylinders(250ml),FsUmnYZnf9i,TBLabCDRR_311 measuring cylinders(250ml),AGGREGATE,TBLabCDRR_311 measuring cylinders(250ml),INTEGER_ZERO_OR_POSITIVE,ZRi1cz06BRC
TBLabCDRR_312 measuring sylinder(500mll),KLlOkfSPOz9,TBLabCDRR_312 measuring sylinder(500mll),AGGREGATE,TBLabCDRR_312 measuring sylinder(500mll),INTEGER_ZERO_OR_POSITIVE,axQvNPII7An
TBLabCDRR_313 beaker(250ml),haTLmSZ6RBJ,TBLabCDRR_313 beaker(250ml),AGGREGATE,TBLabCDRR_313 beaker(250ml),INTEGER_ZERO_OR_POSITIVE,ZRi1cz06BRC
TBLabCDRR_314 beaker(500ml),ZX7cenNQDTn,TBLabCDRR_314 beaker(500ml),AGGREGATE,TBLabCDRR_314 beaker(500ml),INTEGER_ZERO_OR_POSITIVE,ZRi1cz06BRC
TBLabCDRR_315 conical flask(1000ml),AOlAGzatX1Q,TBLabCDRR_315 conical flask(1000ml),AGGREGATE,TBLabCDRR_315 conical flask(1000ml),INTEGER_ZERO_OR_POSITIVE,ZRi1cz06BRC
TBLabCDRR_316 conical flask(500ml),r2zZwV2wVrw,TBLabCDRR_316 conical flask(500ml),AGGREGATE,TBLabCDRR_316 conical flask(500ml),INTEGER_ZERO_OR_POSITIVE,ZRi1cz06BRC
TBLabCDRR_317 beaker (1000ml),Hp1vigmd0sZ,TBLabCDRR_317 beaker (1000ml),AGGREGATE,TBLabCDRR_317 beaker (1000ml),INTEGER_ZERO_OR_POSITIVE,ZRi1cz06BRC
TBLabCDRR_32-GT Blot Trays (pcs),dfrXSUC6Yim,TBLabCDRR_32-GT Blot Trays (pcs),AGGREGATE,GT Blot Trays (pcs),INTEGER_ZERO_OR_POSITIVE,axQvNPII7An
TBLabCDRR_33-Primary Culture (),uJ3OBrxE2cx,TBLabCDRR_33-Primary Culture (),AGGREGATE,Primary Culture (),INTEGER_ZERO_OR_POSITIVE,axQvNPII7An
TBLabCDRR_34-Falcon tubes(50mls) (pcs),q0oSWFFcKfH,TBLabCDRR_34-Falcon tubes(50mls) (pcs),AGGREGATE,Falcon tubes(50mls) (pcs),INTEGER_ZERO_OR_POSITIVE,ZRi1cz06BRC
TBLabCDRR_35-Falcon tubes(15mls) (pcs),gINMPtbsjNX,TBLabCDRR_35-Falcon tubes(15mls) (pcs),AGGREGATE,Falcon tubes(15mls) (pcs),INTEGER_ZERO_OR_POSITIVE,ZRi1cz06BRC
TBLabCDRR_36-Sodium Hydroxide (gms) (gms),BJoA1SLHohj,TBLabCDRR_36-Sodium Hydroxide (gms) (gms),AGGREGATE,Sodium Hydroxide (gms) (gms),INTEGER_ZERO_OR_POSITIVE,ZRi1cz06BRC
TBLabCDRR_37-Basic fuchsin (gm) (gms),Ndz9P6rS1L8,TBLabCDRR_37-Basic fuchsin (gm) (gms),AGGREGATE,Basic fuchsin (gm) (gms),INTEGER_ZERO_OR_POSITIVE,ZRi1cz06BRC
TBLabCDRR_38-Auramine-O (gm) (gms),RqYkWsxniUC,TBLabCDRR_38-Auramine-O (gm) (gms),AGGREGATE,Auramine-O (gm) (gms),INTEGER_ZERO_OR_POSITIVE,ZRi1cz06BRC
TBLabCDRR_39-Ethanol 1L (litres),w412RPIcVOn,TBLabCDRR_39-Ethanol 1L (litres),AGGREGATE,Ethanol 1L (litres),INTEGER_ZERO_OR_POSITIVE,ZRi1cz06BRC
TBLabCDRR_4-Gene Xpat 2ndline DST (pcs),y4R11QvdJUZ,TBLabCDRR_4-Gene Xpat 2ndline DST (pcs),AGGREGATE,Gene Xpat 2ndline DST (pcs),INTEGER_ZERO_OR_POSITIVE,ZRi1cz06BRC
TBLabCDRR_40-Phenol crystals (gm) (gms),f9nrJV5oRsS,TBLabCDRR_40-Phenol crystals (gm) (gms),AGGREGATE,Phenol crystals (gm) (gms),INTEGER_ZERO_OR_POSITIVE,ZRi1cz06BRC
TBLabCDRR_41-Trigene (ml),U4SJIFKTNxp,TBLabCDRR_41-Trigene (ml),AGGREGATE,Trigene (ml),INTEGER_ZERO_OR_POSITIVE,ZRi1cz06BRC
TBLabCDRR_42-Cavicide(3.8l) (ml),dkKV4puqzjO,TBLabCDRR_42-Cavicide(3.8l) (ml),AGGREGATE,Cavicide(3.8l) (ml),INTEGER_ZERO_OR_POSITIVE,ZRi1cz06BRC
TBLabCDRR_43-Methylene blue (gm) (gms),Lr4XMUwcuRY,TBLabCDRR_43-Methylene blue (gm) (gms),AGGREGATE,Methylene blue (gm) (gms),INTEGER_ZERO_OR_POSITIVE,ZRi1cz06BRC
TBLabCDRR_44-Sulphuric acid(L) (ml),fpts1v8eYdL,TBLabCDRR_44-Sulphuric acid(L) (ml),AGGREGATE,Sulphuric acid(L) (ml),INTEGER_ZERO_OR_POSITIVE,ZRi1cz06BRC
TBLabCDRR_45-Oil immersion(ml) (ml),Pqzj93fs9g2,TBLabCDRR_45-Oil immersion(ml) (ml),AGGREGATE,Oil immersion(ml) (ml),INTEGER_ZERO_OR_POSITIVE,ZRi1cz06BRC
TBLabCDRR_46-BBL LJ Medium (pcs),ZU3U94cYiLf,TBLabCDRR_46-BBL LJ Medium (pcs),AGGREGATE,BBL LJ Medium (pcs),INTEGER_ZERO_OR_POSITIVE,ZRi1cz06BRC
TBLabCDRR_47-MGIT Tube 7mls (pcs),c0S5kBaN5Su,TBLabCDRR_47-MGIT Tube 7mls (pcs),AGGREGATE,MGIT Tube 7mls (pcs),INTEGER_ZERO_OR_POSITIVE,ZRi1cz06BRC
TBLabCDRR_48-MGIT Tubes For Dr Follow Ups (pcs),rG8LX5ObaGf,TBLabCDRR_48-MGIT Tubes For Dr Follow Ups (pcs),AGGREGATE,MGIT Tubes For Dr Follow Ups (pcs),INTEGER_ZERO_OR_POSITIVE,ZRi1cz06BRC
TBLabCDRR_49-Mycoprep cat 240863 (ml),Apuool9g0hm,TBLabCDRR_49-Mycoprep cat 240863 (ml),AGGREGATE,Mycoprep cat 240863 (ml),INTEGER_ZERO_OR_POSITIVE,ZRi1cz06BRC
TBLabCDRR_5-Gene Xpat MTB/INH (pcs),dkAnEBl4v2b,TBLabCDRR_5-Gene Xpat MTB/INH (pcs),AGGREGATE,Gene Xpat MTB/INH (pcs),INTEGER_ZERO_OR_POSITIVE,ZRi1cz06BRC
TBLabCDRR_50-Sterile graduated Pasteur pipette(3mls) (pcs),Luw6bm7PpaB,TBLabCDRR_50-Sterile graduated Pasteur pipette(3ml,AGGREGATE,Sterile graduated Pasteur pipette(3mls) (pcs),INTEGER_ZERO_OR_POSITIVE,ZRi1cz06BRC
TBLabCDRR_51-B=Brain heart infusion medium(gms) (gms),jNH3BHOOwgV,TBLabCDRR_51-B=Brain heart infusion medium(gms) (g,AGGREGATE,B=Brain heart infusion medium(gms) (gms),INTEGER_ZERO_OR_POSITIVE,ZRi1cz06BRC
TBLabCDRR_52-Absorbent paper(long tissue) (pcs),YrvM9MyDx88,TBLabCDRR_52-Absorbent paper(long tissue) (pcs),AGGREGATE,Absorbent paper(long tissue) (pcs),INTEGER_ZERO_OR_POSITIVE,ZRi1cz06BRC
TBLabCDRR_53-LJ medium base powder ready-mix(gms) (gms),KeEKZItTdpQ,TBLabCDRR_53-LJ medium base powder ready-mix(gms),AGGREGATE,LJ medium base powder ready-mix(gms) (gms),INTEGER_ZERO_OR_POSITIVE,axQvNPII7An
TBLabCDRR_54-Gloves latex Large (Powder free) (pcs),A6YRbACJykq,TBLabCDRR_54-Gloves latex Large (Powder free) (pcs,AGGREGATE,Gloves latex Large (Powder free) (pcs),INTEGER_ZERO_OR_POSITIVE,ZRi1cz06BRC
TBLabCDRR_55-Gloves latex medium(Powder free) (pcs),F9KmsZsqf9i,TBLabCDRR_55-Gloves latex medium(Powder free) (pcs,AGGREGATE,Gloves latex medium(Powder free) (pcs),INTEGER_ZERO_OR_POSITIVE,ZRi1cz06BRC
TBLabCDRR_56-Gloves latex Small(Powder free) (pcs),L4cndScruWc,TBLabCDRR_56-Gloves latex Small(Powder free) (pcs),AGGREGATE,Gloves latex Small(Powder free) (pcs),INTEGER_ZERO_OR_POSITIVE,ZRi1cz06BRC
TBLabCDRR_57-Pippet tips PE 100-1000 UL (pcs),kP3N0MklpmR,TBLabCDRR_57-Pippet tips PE 100-1000 UL (pcs),AGGREGATE,Pippet tips PE 100-1000 UL (pcs),INTEGER_ZERO_OR_POSITIVE,ZRi1cz06BRC
TBLabCDRR_58-Pippet tips PE 20 - 200 ul (pcs),iLqesNHQrkE,TBLabCDRR_58-Pippet tips PE 20 - 200 ul (pcs),AGGREGATE,Pippet tips PE 20 - 200 ul (pcs),INTEGER_ZERO_OR_POSITIVE,ZRi1cz06BRC
TBLabCDRR_59-Pippet tips 2-20 ul (pcs),M1VSBKGx8S9,TBLabCDRR_59-Pippet tips 2-20 ul (pcs),AGGREGATE,Pippet tips 2-20 ul (pcs),INTEGER_ZERO_OR_POSITIVE,ZRi1cz06BRC
TBLabCDRR_6-True Nat MTB/INH (pcs),X8kqh3NIqKA,TBLabCDRR_6-True Nat MTB/INH (pcs),AGGREGATE,True Nat MTB/INH (pcs),INTEGER_ZERO_OR_POSITIVE,ZRi1cz06BRC
TBLabCDRR_60-Pippetes 200-1000 ul (pcs),wAUXUTW5hC6,TBLabCDRR_60-Pippetes 200-1000 ul (pcs),AGGREGATE,Pippetes 200-1000 ul (pcs),INTEGER_ZERO_OR_POSITIVE,ZRi1cz06BRC
TBLabCDRR_61-Pippetes 20-200 ul (pcs),lSftbHE7iK7,TBLabCDRR_61-Pippetes 20-200 ul (pcs),AGGREGATE,Pippetes 20-200 ul (pcs),INTEGER_ZERO_OR_POSITIVE,ZRi1cz06BRC
TBLabCDRR_62-Pippetes 2-20 ul (pcs),Ybb8FAhITrr,TBLabCDRR_62-Pippetes 2-20 ul (pcs),AGGREGATE,Pippetes 2-20 ul (pcs),INTEGER_ZERO_OR_POSITIVE,ZRi1cz06BRC
TBLabCDRR_63-Pippetes 0.1-2.5 ul (pcs),EXVlcgyuxkB,TBLabCDRR_63-Pippetes 0.1-2.5 ul (pcs),AGGREGATE,Pippetes 0.1-2.5 ul (pcs),INTEGER_ZERO_OR_POSITIVE,ZRi1cz06BRC
TBLabCDRR_64-Autoclavable Bags (Assorted) (pcs),GC1b6MLXjuG,TBLabCDRR_64-Autoclavable Bags (Assorted) (pcs),AGGREGATE,Autoclavable Bags (Assorted) (pcs),INTEGER_ZERO_OR_POSITIVE,ZRi1cz06BRC
TBLabCDRR_65-Alcohol resistant Marker pens (pcs),F1fZ3zqkowT,TBLabCDRR_65-Alcohol resistant Marker pens (pcs),AGGREGATE,Alcohol resistant Marker pens (pcs),INTEGER_ZERO_OR_POSITIVE,ZRi1cz06BRC
TBLabCDRR_66-Barcode ribbons (pcs),bM1T7loTAcW,TBLabCDRR_66-Barcode ribbons (pcs),AGGREGATE,Barcode ribbons (pcs),INTEGER_ZERO_OR_POSITIVE,ZRi1cz06BRC
TBLabCDRR_67-Barcode Labels (pcs),P2S7UItgwuC,TBLabCDRR_67-Barcode Labels (pcs),AGGREGATE,Barcode Labels (pcs),INTEGER_ZERO_OR_POSITIVE,ZRi1cz06BRC
TBLabCDRR_68-Bowie dick test (pcs),j7jbDjjZ5jP,TBLabCDRR_68-Bowie dick test (pcs),AGGREGATE,Bowie dick test (pcs),INTEGER_ZERO_OR_POSITIVE,ZRi1cz06BRC
TBLabCDRR_69-sterilization Biological indicators (pcs),FjqdxDSNoKa,TBLabCDRR_69-sterilization Biological indicators (,AGGREGATE,sterilization Biological indicators (pcs),INTEGER_ZERO_OR_POSITIVE,ZRi1cz06BRC
TBLabCDRR_7-True Nat MTB/RIF (pcs),RhWqURmhGPO,TBLabCDRR_7-True Nat MTB/RIF (pcs),AGGREGATE,True Nat MTB/RIF (pcs),INTEGER_ZERO_OR_POSITIVE,ZRi1cz06BRC
TBLabCDRR_70-Tape sterilization indicator (pcs),kHVRIvXigMW,TBLabCDRR_70-Tape sterilization indicator (pcs),AGGREGATE,Tape sterilization indicator (pcs),INTEGER_ZERO_OR_POSITIVE,ZRi1cz06BRC
TBLabCDRR_71-Alluminium Foil (pcs),n2KKdbzsWe3,TBLabCDRR_71-Alluminium Foil (pcs),AGGREGATE,Alluminium Foil (pcs),INTEGER_ZERO_OR_POSITIVE,ZRi1cz06BRC
TBLabCDRR_72-Heavy duty disposable Assorted sizes Laboratory coats (pcs),J34tzAIT0Lp,TBLabCDRR_72-Heavy duty disposable Assorted sizes,AGGREGATE,Heavy duty disposable Assorted sizes Laboratory coats (pcs),INTEGER_ZERO_OR_POSITIVE,ZRi1cz06BRC
TBLabCDRR_73-Assorted Laboratory gown (Disposable) (pcs),sQmny72phV0,TBLabCDRR_73-Assorted Laboratory gown (Disposable),AGGREGATE,Assorted Laboratory gown (Disposable) (pcs),INTEGER_ZERO_OR_POSITIVE,ZRi1cz06BRC
TBLabCDRR_74-N95 Masks (pcs),DuSzAslSrz1,TBLabCDRR_74-N95 Masks (pcs),AGGREGATE,N95 Masks (pcs),INTEGER_ZERO_OR_POSITIVE,ZRi1cz06BRC
TBLabCDRR_75-Disodium phosphate(Na2HPO4) (gms) (pcs),RbfmFz9dhjZ,TBLabCDRR_75-Disodium phosphate(Na2HPO4) (gms) (pc,AGGREGATE,Disodium phosphate(Na2HPO4) (gms) (pcs),INTEGER_ZERO_OR_POSITIVE,ZRi1cz06BRC
TBLabCDRR_76-Monopotasium phosphate(KH2PO4)(gms) (pcs),xJyLcIgzax6,TBLabCDRR_76-Monopotasium phosphate(KH2PO4)(gms) (,AGGREGATE,Monopotasium phosphate(KH2PO4)(gms) (pcs),INTEGER_ZERO_OR_POSITIVE,ZRi1cz06BRC
TBLabCDRR_77-Sodium hypochlorite L (pcs),H50foWxcSPQ,TBLabCDRR_77-Sodium hypochlorite L (pcs),AGGREGATE,Sodium hypochlorite L (pcs),INTEGER_ZERO_OR_POSITIVE,ZRi1cz06BRC
TBLabCDRR_78-MC Farland STD (pcs),Ru0Cpvm6FAS,TBLabCDRR_78-MC Farland STD (pcs),AGGREGATE,MC Farland STD (pcs),INTEGER_ZERO_OR_POSITIVE,ZRi1cz06BRC
TBLabCDRR_79-Trisodium citrate dihydrate (pcs),yr4lwU2MSFy,TBLabCDRR_79-Trisodium citrate dihydrate (pcs),AGGREGATE,Trisodium citrate dihydrate (pcs),INTEGER_ZERO_OR_POSITIVE,ZRi1cz06BRC
TBLabCDRR_8-True Nat MTB/DST (pcs),BsG49oBWaUD,TBLabCDRR_8-True Nat MTB/DST (pcs),AGGREGATE,True Nat MTB/DST (pcs),INTEGER_ZERO_OR_POSITIVE,ZRi1cz06BRC
TBLabCDRR_80-P-nitrobenzoic acid (pcs),rzp4ijEUJUO,TBLabCDRR_80-P-nitrobenzoic acid (pcs),AGGREGATE,P-nitrobenzoic acid (pcs),INTEGER_ZERO_OR_POSITIVE,ZRi1cz06BRC
TBLabCDRR_81-Sodium Chloride (pcs),qdIEv9lKV2K,TBLabCDRR_81-Sodium Chloride (pcs),AGGREGATE,Sodium Chloride (pcs),INTEGER_ZERO_OR_POSITIVE,ZRi1cz06BRC
TBLabCDRR_82-Sodium Hydroxide (pcs),L5ZZzHTdOGa,TBLabCDRR_82-Sodium Hydroxide (pcs),AGGREGATE,Sodium Hydroxide (pcs),INTEGER_ZERO_OR_POSITIVE,ZRi1cz06BRC
TBLabCDRR_83-Ziplock bag(large) (pcs),uUGqROTe0PD,TBLabCDRR_83-Ziplock bag(large) (pcs),AGGREGATE,Ziplock bag(large) (pcs),INTEGER_ZERO_OR_POSITIVE,ZRi1cz06BRC
TBLabCDRR_84-NALC (N-acetyl-L-cysteine) (pcs),DJhP7ooGAdV,TBLabCDRR_84-NALC (N-acetyl-L-cysteine) (pcs),AGGREGATE,NALC (N-acetyl-L-cysteine) (pcs),INTEGER_ZERO_OR_POSITIVE,ZRi1cz06BRC
TBLabCDRR_85-Adhesive labels (pcs),gjzH3t3oOph,TBLabCDRR_85-Adhesive labels (pcs),AGGREGATE,Adhesive labels (pcs),INTEGER_ZERO_OR_POSITIVE,ZRi1cz06BRC
TBLabCDRR_86-Clear adhesive tapes. (pcs),J8kjHjOPJLj,TBLabCDRR_86-Clear adhesive tapes. (pcs),AGGREGATE,Clear adhesive tapes. (pcs),INTEGER_ZERO_OR_POSITIVE,ZRi1cz06BRC
TBLabCDRR_87-Masking tape (pcs),GUbZTbL1g3S,TBLabCDRR_87-Masking tape (pcs),AGGREGATE,Masking tape (pcs),INTEGER_ZERO_OR_POSITIVE,ZRi1cz06BRC
TBLabCDRR_88-Eppendoff 10ml syringe (pcs),UEorjJ3mboZ,TBLabCDRR_88-Eppendoff 10ml syringe (pcs),AGGREGATE,Eppendoff 10ml syringe (pcs),INTEGER_ZERO_OR_POSITIVE,ZRi1cz06BRC
TBLabCDRR_89-Tube brush 120 mm (pcs),AlbYxTRvW1r,TBLabCDRR_89-Tube brush 120 mm (pcs),AGGREGATE,Tube brush 120 mm (pcs),INTEGER_ZERO_OR_POSITIVE,ZRi1cz06BRC
TBLabCDRR_9-TB LAMP (pcs),nOMKwDdS8g4,TBLabCDRR_9-TB LAMP (pcs),AGGREGATE,TB LAMP (pcs),INTEGER_ZERO_OR_POSITIVE,ZRi1cz06BRC
TBLabCDRR_90-70% Isopropanol (litres),IVlBOyeIje8,TBLabCDRR_90-70% Isopropanol (litres),AGGREGATE,70% Isopropanol (litres),INTEGER_ZERO_OR_POSITIVE,ZRi1cz06BRC
TBLabCDRR_91-Cryovials (pcs),dWQ8HNaPVij,TBLabCDRR_91-Cryovials (pcs),AGGREGATE,Cryovials (pcs),INTEGER_ZERO_OR_POSITIVE,ZRi1cz06BRC
TBLabCDRR_92-Cryovial Holders (pcs),HLBPxanHdge,TBLabCDRR_92-Cryovial Holders (pcs),AGGREGATE,Cryovial Holders (pcs),INTEGER_ZERO_OR_POSITIVE,ZRi1cz06BRC
TBLabCDRR_93-Liquid soap (litres),CKWVGztLGWG,TBLabCDRR_93-Liquid soap (litres),AGGREGATE,Liquid soap (litres),INTEGER_ZERO_OR_POSITIVE,ZRi1cz06BRC
TBLabCDRR_94-Hand paper towel (pcs),s9eIf1mCHYw,TBLabCDRR_94-Hand paper towel (pcs),AGGREGATE,Hand paper towel (pcs),INTEGER_ZERO_OR_POSITIVE,ZRi1cz06BRC
TBLabCDRR_95-Hand wash antiseptic soap (litres),cnbhVXPyHeY,TBLabCDRR_95-Hand wash antiseptic soap (litres),AGGREGATE,Hand wash antiseptic soap (litres),INTEGER_ZERO_OR_POSITIVE,ZRi1cz06BRC
TBLabCDRR_96-Gauze roll (pcs),ecTwU7EXWML,TBLabCDRR_96-Gauze roll (pcs),AGGREGATE,Gauze roll (pcs),INTEGER_ZERO_OR_POSITIVE,ZRi1cz06BRC
TBLabCDRR_97-Skimmed milk powder (pcs),v9v9rleqmvX,TBLabCDRR_97-Skimmed milk powder (pcs),AGGREGATE,Skimmed milk powder (pcs),INTEGER_ZERO_OR_POSITIVE,ZRi1cz06BRC
TBLabCDRR_98-Sterile universal bottle (pcs),zv5sx0rcQYQ,TBLabCDRR_98-Sterile universal bottle (pcs),AGGREGATE,Sterile universal bottle (pcs),INTEGER_ZERO_OR_POSITIVE,ZRi1cz06BRC
TBLabCDRR_99-Polysafe 5 Litre Safety box (pcs),gYA1E9Q8px5,TBLabCDRR_99-Polysafe 5 Litre Safety box (pcs),AGGREGATE,Polysafe 5 Litre Safety box (pcs),INTEGER_ZERO_OR_POSITIVE,ZRi1cz06BRC
