name,id,shortName,numerator,denominator
Subcount TB_2017 Masks surgical,aGkdmvnplCk,Masks surgical,(#{tCc5Bh2goul.e2os98CantY} * 3) - (#{tCc5Bh2goul.TRw8Amoledr} + #{u1eTCLgI4DU.TRw8Amoledr}),1
Subcount TB_2017 Methyl -prednisolone 5mg,C2bLzkYXkVx,Methyl -prednisolone 5mg,(#{Rp647ZSkkff.e2os98CantY} * 3) - (#{Rp647ZSkkff.TRw8Amoledr} + #{bVh0GNRSLaH.TRw8Amoledr}),1
Subcount TB_2017 Montelukast 5mg,DBjoTUIT0YZ,Montelukast 5mg,(#{wzdknuko9QA.e2os98CantY} * 3) - (#{wzdknuko9QA.TRw8Amoledr} + #{ZHfmMBeYMmr.TRw8Amoledr}),1
Subcount TB_2017 Nebulizers,E9FFHv8pQAM,Nebulizers,(#{L4jPNf5l1tv.e2os98CantY} * 3) - (#{L4jPNf5l1tv.TRw8Amoledr} + #{zqjrtIAagiu.TRw8Amoledr}),1
Subcount TB_2017 Nirmatrevir/ritonavir 150mg/100mg,mCWGDS9roCB,Nirmatrevir/ritonavir 150mg/100mg,(#{M9ExhULkaGz.ShAXH8W58Ju} * 3) - (#{M9ExhULkaGz.dRvK7VxuTSd} + #{wkWZQLyu8X4.i65ATXAav6k}),1
Subcount TB_2017 Omeprazole 20mg,WlU3YVjrxtG,Subcount TB_2017 Omeprazole 20mg,(#{XWIm2t6lglg.e2os98CantY} * 3) - (#{XWIm2t6lglg.TRw8Amoledr} + #{Vt0EQwXVIGf.i65ATXAav6k}),1
Subcount TB_2017 Peakfow meters,UkhnuVNhJJf,Peakfow meters,(#{IBcqtCtwUCZ.e2os98CantY} * 3) - (#{IBcqtCtwUCZ.TRw8Amoledr} + #{joruBJwXdsc.TRw8Amoledr}),1
Subcount TB_2017 Redemsavir 100mg,V9sfeEV1gBd,Redemsavir 100mg,(#{hGzJIJhxjZy.e2os98CantY} * 3) - (#{hGzJIJhxjZy.TRw8Amoledr} + #{j1L9wWEI9Zb.TRw8Amoledr}),1
Subcount TB_2017 Salbutamol inhaler,PdZ7AX2hbn3,Salbutamol inhaler,(#{uJxT82ybnOf.e2os98CantY} * 3) - (#{uJxT82ybnOf.TRw8Amoledr} + #{hu4HZoRlAVW.TRw8Amoledr}),1
Subcount TB_2017 Sanitizers 0.5 Ltr,S8CpW9WbeUR,Sanitizers 0.5 Ltr,(#{iPgIJNN8V5F.e2os98CantY} * 3) - (#{iPgIJNN8V5F.TRw8Amoledr} + #{nRxiJzyGQ1x.TRw8Amoledr}),1
Subcount TB_2017 Spacers,MNOr2NeORnd,Spacers,(#{eDaqTtzslrs.e2os98CantY} * 3) - (#{eDaqTtzslrs.TRw8Amoledr} + #{dEJ57nyjmFt.TRw8Amoledr}),1
Subcount TB_2017 Spirometer,Wc5n7kdSSex,Spirometer,(#{TFoxzxJVEun.e2os98CantY} * 3) - (#{TFoxzxJVEun.TRw8Amoledr} + #{NFALvjf6rBM.TRw8Amoledr}),1
Subcounty TB_2017 Capreomycin 1gm vial,TFWJsHJKflI,Subcounty TB_2017 Capreomycin 1gm vial,(#{XUq7mFujyzS.e2os98CantY} * 3) - ( #{H31HfJJVUG2.i65ATXAav6k} + #{XUq7mFujyzS.TRw8Amoledr}),1
Subcounty TB_2017 Clofazimine 100mg,mpaZgbkoiGq,Subcounty TB_2017 Clofazimine 100mg,(#{yv1hvHcKgrH.e2os98CantY} * 3) - ( #{mVtZxMVagWR.i65ATXAav6k} + #{yv1hvHcKgrH.TRw8Amoledr}),1
Subcounty TB_2017 Cycloserine 250mg,cCGWTjrEln1,Subcounty TB_2017 Cycloserine 250mg,(#{wMqBG6RUQlh.e2os98CantY} * 3) - ( #{Q8ZSMH0grxI.i65ATXAav6k} + #{wMqBG6RUQlh.TRw8Amoledr}),1
Subcounty TB_2017 Ethambutol 100 mg,b4GD7NurXjq,Subcounty TB_2017 Ethambutol 100 mg,(#{leD1F35SGYm.e2os98CantY} * 3) - ( #{RvnjC94Bl9D.i65ATXAav6k} + #{leD1F35SGYm.TRw8Amoledr}),1
Subcounty TB_2017 Ethambutol 400 mg,yXCbmzIe9p7,Subcounty TB_2017 Ethambutol 400 mg,(#{EG8iaqKX2eq.e2os98CantY} * 3) - (#{bUMuNcexNcG.i65ATXAav6k} + #{EG8iaqKX2eq.TRw8Amoledr}),1
Subcounty TB_2017 FBF(Fortified Blended Foods),HNsCkXgfWHg,Subcounty TB_2017 FBF(Fortified Blended Foods),(#{k1mVrXUuOnL.e2os98CantY} * 3 ) - ( #{jn4KpOfsr2y.i65ATXAav6k} + #{k1mVrXUuOnL.TRw8Amoledr}),1
Subcounty TB_2017 Fluoxetine 20mg,yCTG7GTZscH,Subcounty TB_2017 Fluoxetine 20mg,(#{rEATKgNCxVW.e2os98CantY} * 3) - ( #{j214PKxhpnQ.i65ATXAav6k} + #{rEATKgNCxVW.TRw8Amoledr}),1
Subcounty TB_2017 Haloperidol 5mg,dnDFewVxOkh,Subcounty TB_2017 Haloperidol 5mg,(#{RsgBr5i55fn.e2os98CantY} * 3) - ( #{IvPdCJrfxOh.i65ATXAav6k} + #{RsgBr5i55fn.TRw8Amoledr}),1
Subcounty TB_2017 Isoniazid 100 mg,TTk4J4SNX4k,Subcounty TB_2017 Isoniazid 100 mg,(#{SDdm1ePFws5.e2os98CantY} * 3) - (#{rvV97qWtmCZ.i65ATXAav6k} + #{SDdm1ePFws5.TRw8Amoledr}),1
Subcounty TB_2017 Isoniazid 100mg/5ml,N1ENNws6c60,Subcounty TB_2017 Isoniazid 100mg/5ml,(#{FdzG6oQZ2yh.e2os98CantY} * 3) - ( #{ET8mLYk0EJG.i65ATXAav6k} + #{FdzG6oQZ2yh.TRw8Amoledr}),1
Subcounty TB_2017 Isoniazid 300 mg,EmS95PSzKIy,Subcounty TB_2017 Isoniazid 300 mg,(#{foBquRqvLR5.e2os98CantY} * 3) - ( #{QzBgQbm5V9U.i65ATXAav6k} + #{foBquRqvLR5.TRw8Amoledr}),1
Subcounty TB_2017 Isoniazid syrup 50mg/5ml,IM50w3kMaiG,Subcounty TB_2017 Isoniazid syrup 50mg/5ml,(#{OhBNKe1NTeq.e2os98CantY} * 3) - ( #{qELcEb0XdNK.i65ATXAav6k}),1
Subcounty TB_2017 Kanamycin 1gm vial,d2V5SeZyQDJ,Subcounty TB_2017 Kanamycin 1gm vial,(#{ATZnUs2RmVd.e2os98CantY} * 3) - (#{ATZnUs2RmVd.TRw8Amoledr} + #{ZlXSszbz6NM.i65ATXAav6k}),1
Subcounty TB_2017 Levofloxacin 250mg,AKjs3sWBj2Q,Subcounty TB_2017 Levofloxacin 250mg,(#{FoWAp7gEibO.e2os98CantY} * 3) - (#{FoWAp7gEibO.TRw8Amoledr} + #{JCtV0FIevI1.i65ATXAav6k}),1
Subcounty TB_2017 Levofloxacin 500mg,EocZoO8mhho,Subcounty TB_2017 Levofloxacin 500mg,( #{zm2U9nJQ2x2.e2os98CantY} * 3) - ( #{IifGE2301IM.i65ATXAav6k} + #{zm2U9nJQ2x2.TRw8Amoledr}),1
Subcounty TB_2017 Linezolid 600mg,fnn9ix6Hb3p,Subcounty TB_2017 Linezolid 600mg,(#{L1My0KTxKBk.e2os98CantY} * 3) - (#{L1My0KTxKBk.TRw8Amoledr} + #{rpQdLJV53J5.i65ATXAav6k}),1
Subcounty TB_2017 MB Adult Blister,HzHeTukeBJc,Subcounty TB_2017 MB Adult Blister,(#{MgQ2Bq8EEAq.e2os98CantY} * 3) - ( #{IDQjJmKI4WZ.i65ATXAav6k} + #{MgQ2Bq8EEAq.TRw8Amoledr}),1
Subcounty TB_2017 MB Child Blister Packs,WTgFAndamtS,Subcounty TB_2017 MB Child Blister Packs,(#{i8PkCUh5Fik.e2os98CantY} * 3) - ( #{XxKcHjNibdm.i65ATXAav6k} + #{i8PkCUh5Fik.TRw8Amoledr}),1
Subcounty TB_2017 Moxifloxacin 400mg,sRfoGRYouPb,Subcounty TB_2017 Moxifloxacin 400mg,(#{ZIDG9tCleKX.e2os98CantY} * 3) - ( #{exphlTc9hoi.i65ATXAav6k} + #{ZIDG9tCleKX.TRw8Amoledr}),1
Subcounty TB_2017 PB Adult Blister Packs,EtKc8ulYuRp,Subcounty TB_2017 PB Adult Blister Packs,(#{NuM1I0MnmoP.e2os98CantY} * 3) - ( #{GkYu7zXzyuQ.i65ATXAav6k} + #{NuM1I0MnmoP.TRw8Amoledr}),1
Subcounty TB_2017 PB Child Blister Packs,MEkVuE7QP4F,Subcounty TB_2017 PB Child Blister Packs,(#{zstDvWVPooz.e2os98CantY} * 3) - ( #{zb9qCh1SLra.i65ATXAav6k} + #{zstDvWVPooz.TRw8Amoledr}),1
Subcounty TB_2017 Para-aminosalicylic acid 4mg,fn5F4jkrgjY,Subcounty TB_2017 Para-aminosalicylic acid 4mg,(#{JjRwLmhZHbH.e2os98CantY} * 3) - ( #{y7zdwOhvhO1.i65ATXAav6k} + #{JjRwLmhZHbH.TRw8Amoledr}),1
Subcounty TB_2017 Prednisolone 5mg,B8oGK0hkhP7,Subcounty TB_2017 Prednisolone 5mg,(#{wXP4iP9414P.e2os98CantY} * 3) - ( #{ABdjOqMr8J2.i65ATXAav6k} + #{wXP4iP9414P.TRw8Amoledr}),1
Subcounty TB_2017 Prothionamide 250mg,TOlyJxSuf9a,Subcounty TB_2017 Prothionamide 250mg,(#{qqTaOHPl8MN.e2os98CantY} * 3) - ( #{tn6jf6sdcCz.i65ATXAav6k} + #{qqTaOHPl8MN.TRw8Amoledr}),1
Subcounty TB_2017 Pyrazinamide 500mg,ni4AUrsXH1c,Subcounty TB_2017 Pyrazinamide 500mg,(#{j6EB9U0HB4P.e2os98CantY} * 3) - ( #{j6EB9U0HB4P.TRw8Amoledr} + #{c2Lyi4jCth4.i65ATXAav6k}),1
Subcounty TB_2017 Pyridoxine 25mg,Kf8enFkXa6N,Subcounty TB_2017 Pyridoxine 25mg,(#{bpUp4QMn3Iu.e2os98CantY} * 3) - ( #{bpUp4QMn3Iu.TRw8Amoledr} + #{DVBHr5B4Bl9.i65ATXAav6k}),1
Subcounty TB_2017 Pyridoxine 50mg,ndINa0ipA7S,Subcounty TB_2017 Pyridoxine 50mg,(#{iI3oxVgjWGS.e2os98CantY} * 3) - ( #{iI3oxVgjWGS.TRw8Amoledr} + #{hxjMP3iAMk8.i65ATXAav6k}),1
Subcounty TB_2017 R/H 75/50 mg,pXqaSAeqhqi,Subcounty TB_2017 R/H 75/50 mg,"(#{VfvEWB7ukWJ.e2os98CantY} * 3) - ( #{xKmeXi1F4ZS.i65ATXAav6k}
 + #{VfvEWB7ukWJ.TRw8Amoledr})",1
Subcounty TB_2017 R/H/Z 75/50/150 mg,upFpQfkuErh,Subcounty TB_2017 R/H/Z 75/50/150 mg,(#{Xwat5Cw8bo0.e2os98CantY} * 3) - (#{Xwat5Cw8bo0.TRw8Amoledr} + #{ijrp7veGlbW.i65ATXAav6k}),1
Subcounty TB_2017 R/H/Z/E 150/75/400/275 mg,ifTqrpNG4Dv,Subcounty TB_2017 R/H/Z/E 150/75/400/275 mg,(#{WoHyCSyeiPI.e2os98CantY} * 3) - ( #{Yut9Dn6gydL.i65ATXAav6k}  + #{WoHyCSyeiPI.TRw8Amoledr}),1
Subcounty TB_2017 RUTF(Ready to Use Therapeutic Feed),KffIno4JoYv,Subcounty TB_2017 RUTF,"(#{txAzEoC1TDB.e2os98CantY} * 3) - ( #{FBQ1roZ6kWw.i65ATXAav6k}
 + #{txAzEoC1TDB.TRw8Amoledr})",1
Subcounty TB_2017 Rifampicin 150mg,ftlugwvExIo,Subcounty TB_2017 Rifampicin 150mg,(#{DNnJnuCr44Y.e2os98CantY} * 3) - ( #{GKQsROQyPvC.i65ATXAav6k} + #{DNnJnuCr44Y.TRw8Amoledr}),1
Subcounty TB_2017 Rifampicin 300mg,ZGHi27m9Y5L,Subcounty TB_2017 Rifampicin 300mg,(#{VOOsfe4pPxC.e2os98CantY} * 3) - ( #{qUKbOJARPe8.dRvK7VxuTSd} + #{tOaEe73M6Sc.i65ATXAav6k}),1
Subcounty TB_2017 TB Patient Packs,gIr66gGo5gp,Subcounty TB_2017 TB Patient Packs,(#{kiSFcMKPA8R.e2os98CantY} * 3) - ( #{a24buAoLzmk.i65ATXAav6k} +#{kiSFcMKPA8R.TRw8Amoledr}),1
Subcounty TB_2017 Valproic Acid 200mg,PZ139iV08rI,Subcounty TB_2017 Valproic Acid 200mg,(#{gyDc2CtG70j.e2os98CantY} * 3) - ( #{ceDZiufxGvw.i65ATXAav6k} + #{gyDc2CtG70j.TRw8Amoledr}),1
Subcounty TB_2017Delaminid 50mg,zI5eVotCedO, Subcounty TB_2017Delaminid 50mg,(#{wcJ0H0yL0Rr.e2os98CantY} * 3 ) - ( #{LXtSlgJ4VBE.i65ATXAav6k} + #{wcJ0H0yL0Rr.TRw8Amoledr}),1
Subcounty TB_2017MB Adult Blister,mxxWCrOtMGp,Subcounty TB_2017MB Adult Blister,(#{MgQ2Bq8EEAq.e2os98CantY} * 3) - ( #{IDQjJmKI4WZ.i65ATXAav6k}),1
Sucounty TB_2017 Bedaquiline 100mg,YxHZrmNeaGa,Sucounty TB_2017 Bedaquiline 100mg,(#{S64D56OjB9w.e2os98CantY} * 3) - (#{S64D56OjB9w.TRw8Amoledr} + #{Jbmws6l9cl7.i65ATXAav6k}),1
Sulphadoxine MOS,Yc1JyfHJhTM,Sulphadoxine MOS,#{imheYfA1Kiw.rPAsF4cpNxm},#{imheYfA1Kiw.w77uMi1KzOH}
Sulphadoxine Pyrimethamine	Tabs Quantity for Resupply,bfZ3EIDw3a1,Sulphadoxine Pyrimethamine	Tabs,((#{imheYfA1Kiw.w77uMi1KzOH}*[days]/[days]-#{imheYfA1Kiw.DV8l1KuASLR})*3)-#{imheYfA1Kiw.rPAsF4cpNxm},1
Sulphadoxine Pyrimethamine Adjusted Consumption,k3WM4g9QHyB,Sulphadoxine Pyrimetham,#{imheYfA1Kiw.w77uMi1KzOH}*31,31-#{imheYfA1Kiw.DV8l1KuASLR}
Sum of ANC & CWC clients,VlJEww8KcUD,LLIN Risk 3,#{f9vesk5d4IY} + #{ku80YRejJPg},1
Surplus/(Deficit) (Kshs),OiGkWVXoMcf,Surplus/(Deficit) (Kshs),(#{RvNJvXCx4El.NhSoXUMPK2K}+#{zo5v2sL2Pcz.NhSoXUMPK2K}+#{QokZ5jjGLRz.NhSoXUMPK2K}+#{YkVzbDfJKMy.NhSoXUMPK2K}+#{H5NKPaRikyM.NhSoXUMPK2K}+#{FLT5619aj9V.NhSoXUMPK2K}+#{cKGenTODtq8.NhSoXUMPK2K}+#{nspiDhcn12j.NhSoXUMPK2K})-(#{kQ4NVgc2MYs.NhSoXUMPK2K}+#{jY3JFizFzQN.NhSoXUMPK2K}+#{usMDjlboKn4.NhSoXUMPK2K}+#{WuEJXcFURTY.NhSoXUMPK2K}+#{KAVPEvsu7GB.NhSoXUMPK2K}+#{sW1FEKkUlno.NhSoXUMPK2K}+#{JgjYnWEbbXI.NhSoXUMPK2K}+#{GeLsHQnBJSl.NhSoXUMPK2K}+#{Anntg74AWAc.NhSoXUMPK2K}+#{NAWDpCTju9c.NhSoXUMPK2K}+#{uIKFwsGjL8l.NhSoXUMPK2K}+#{zfE43ojuX27.NhSoXUMPK2K}+#{Jm0j7eIJw22.NhSoXUMPK2K}+#{Kvrh6Edh4ux.NhSoXUMPK2K}+#{kZVa4Dfz3oW.NhSoXUMPK2K}+#{ozuOGiiROjR.NhSoXUMPK2K}+#{zq5cC1mHOjZ.NhSoXUMPK2K}+#{kkKxlgb0SIK.NhSoXUMPK2K}+#{ChuFUyaFoat.NhSoXUMPK2K}+#{Ta4fC50ws12.NhSoXUMPK2K}+#{pMp1v17OVlZ.NhSoXUMPK2K}+#{ktAiKqEgewS.NhSoXUMPK2K}+#{eWJI88NUHju.NhSoXUMPK2K}+#{ZL5umjFvNZT.NhSoXUMPK2K}+#{kMyKJqs4tP6.NhSoXUMPK2K}+#{JfMlkDb7sfP.NhSoXUMPK2K}+#{ERUP9jd5kr8.NhSoXUMPK2K}+#{VE7bP4Hd0Y8.NhSoXUMPK2K}+#{G10FiANc4uK.NhSoXUMPK2K}+#{jER1yfrClYQ.NhSoXUMPK2K}+#{zmTKl26bqXb.NhSoXUMPK2K}+#{JqVPN31hItf.NhSoXUMPK2K}+#{FNaQfndi92d.NhSoXUMPK2K}+#{pwYhMY7SObK.NhSoXUMPK2K}+#{T6Zosl4H5TG.NhSoXUMPK2K}+#{W53qF6leiPm.NhSoXUMPK2K}+#{MxceLE1Wgwj.NhSoXUMPK2K}+#{HGfobnG3qSX.NhSoXUMPK2K}+#{WypNzlF1rxb.NhSoXUMPK2K}+#{kltZozM5rkg.NhSoXUMPK2K}+#{SWHhf1eE89t.NhSoXUMPK2K}+#{qLWHhVTIp0l.NhSoXUMPK2K}+#{s2Ha3e0xwwp.NhSoXUMPK2K}+#{RMsgMQj2SBM.NhSoXUMPK2K}+#{X3nuiSHRJJP.NhSoXUMPK2K}+#{bDSQEZM3rtd.NhSoXUMPK2K}+#{dvo26Xu2g3G.NhSoXUMPK2K}+#{dvo26Xu2g3G.NhSoXUMPK2K}+#{ksAM140tLvc.NhSoXUMPK2K}+#{mYIZtgEPa5S.NhSoXUMPK2K}+#{RWwJcCEIcZw.NhSoXUMPK2K}+#{u9TiVtfs3or.NhSoXUMPK2K}+#{BsyP5AnR1pE.NhSoXUMPK2K}+#{p4Vk0aCXUKj.NhSoXUMPK2K}+#{ZysDicYyDxN.NhSoXUMPK2K}+#{Mnz4Ts6dMVo.NhSoXUMPK2K}),1
TB Case Notification Rate ,nuvGI8ifjux,TB Case Notification Rate,#{BRzqHfgsmn9},#{BRzqHfgsmn9}
"TB Case notification rate of all forms of TB per 100,000 population - bacteriologically confirmed plus clinically diagnosed, new and relapse cases",jYZwAb1yegu,TB CNR  -new and relapse,#{CQNuu86XczN.Fmwb7qAGS9L} + #{CQNuu86XczN.ugrZILDyXFQ} + #{z8QuJHnjbnq.Fmwb7qAGS9L} + #{z8QuJHnjbnq.ugrZILDyXFQ} + #{DBa1E1JSJ5K.Fmwb7qAGS9L} + #{DBa1E1JSJ5K.ugrZILDyXFQ},#{NLKRV7bYbVy}
"TB Case notification rate per 100,000",ae30uCeFdl0,"TB Case notification rate per 100,000",#{xhQlihiebMH.Fmwb7qAGS9L} + #{xhQlihiebMH.ugrZILDyXFQ} + #{xhQlihiebMH.v00k2Vla7gU} + #{xhQlihiebMH.G7luR3OjbVK} + #{LasXpeDhjiX.sMK6ULXT6vQ} + #{L26dYFXoKeX.kOjLlBDf1sg},#{NLKRV7bYbVy}
"TB I-1 TB mortality rate per 100,000 population",Bh6CWULUCLc,Death due to TB per 100000,#{Z9AVW5bKTaG.rH2x9vLTldI} + #{mb7gNISsJ8b.bfnePhN6SH6} + #{qF3ilXwp479.wyLTTL3nGWQ} + #{YpM2CXCPZbf.Xc27LcZstD5} + #{yEyrFyJryXL.OMQWRyqq6aA} + #{m7BMQu4HYRT.rf6Umm9tJJo} + #{t730XRFI4WL.roiBu39Ry1Y} + #{H61J8pIAjLQ.Lf8OCNIaUZ2},#{NLKRV7bYbVy}
TB Patient Pack Adjusted Consumption - HF,eNbj0KcGGJ4,TB Patient Pack Adjusted Consumption - HF,(#{i0HKwGrB5sQ.wGSba4uJwJ8}+#{ExSwHJiPywn.dRvK7VxuTSd})/#{ExSwHJiPywn.ShAXH8W58Ju},1
TB Patient Packs - Opening SOH + Pos Adj - Neg Adj,tB8kNL6ow9D,Opening SOH + Pos Adj - Neg Adj,(#{kiSFcMKPA8R.Y2NaSMdjxsC} + #{kiSFcMKPA8R.Vx8fG1bRxJp}) - #{kiSFcMKPA8R.voMGxzxapMN},1
TB Re-treatment rate,St3mbpuJbDF,TB Re-treatment rate,#{YDZlFPpGO2W.vVketPHJwSY}+#{YDZlFPpGO2W.g6112VF7T29}+#{YDZlFPpGO2W.omEDL5LVgDJ}+#{YDZlFPpGO2W.j03wX0lCHZc},#{VihTrdMMli8.vVketPHJwSY}+#{VihTrdMMli8.g6112VF7T29}+#{VihTrdMMli8.omEDL5LVgDJ}+#{VihTrdMMli8.j03wX0lCHZc}
TB cases detected Female <14years,efj19N55H76,No of TB Case detected- M,#{VihTrdMMli8.omEDL5LVgDJ}+#{hNsd8cQIYun.omEDL5LVgDJ}+#{BgFeMs6gQ7E.omEDL5LVgDJ}+#{YDZlFPpGO2W.omEDL5LVgDJ},1
TB cases detected Female >14years,e1V31FgtGuA,TB cases detected Female ,#{VihTrdMMli8.j03wX0lCHZc}+#{hNsd8cQIYun.j03wX0lCHZc}+#{BgFeMs6gQ7E.j03wX0lCHZc}+#{YDZlFPpGO2W.j03wX0lCHZc},1
TB cases detected Male <14years,zBZ7GJgnRkQ,TB cases detected M <14yr,#{VihTrdMMli8.g6112VF7T29}+#{hNsd8cQIYun.g6112VF7T29}+#{BgFeMs6gQ7E.g6112VF7T29}+#{YDZlFPpGO2W.g6112VF7T29},1
TB cases detected Male >14years,EqxNd2GKGwo,TB cases detected M >14yr,#{VihTrdMMli8.vVketPHJwSY}+#{hNsd8cQIYun.vVketPHJwSY}+#{BgFeMs6gQ7E.vVketPHJwSY}+#{YDZlFPpGO2W.vVketPHJwSY},1
TB cases detected Total,H2UOLdEdBiA,TB cases detected Total,#{BRzqHfgsmn9},1
TB curative Rate,eSpVDWd4prW,TB curative Rate,#{DctS9Z2a1bz.NhSoXUMPK2K},#{VihTrdMMli8.vVketPHJwSY}+#{VihTrdMMli8.g6112VF7T29}+#{VihTrdMMli8.omEDL5LVgDJ}+#{VihTrdMMli8.j03wX0lCHZc}
TB patients tested for HIV among TB cases detected Coverage,RKMZchcCX8Y,TB patients test HIV Cov,#{jnRAS7B3piw},#{BRzqHfgsmn9}
TB patients who have completed treatment Total,PLwO3KMPUV5,TB patients completed,#{oiZ7R6su8ZX},1
TB-Bedaquiline 100mg SoH,ila7bTFlJlj,TB-Bedaquiline 100mg SoH,#{DZWHKi63Zhz.wGSba4uJwJ8}+#{Sqdwoopw1nD.dRvK7VxuTSd},1
TB-Benzhexol 5mg SoH,f7GfMyWiiIi,TB-Benzhexol 5mg SoH,#{pTd0bdG8MLl.wGSba4uJwJ8}+#{m5aO5WzuOPX.dRvK7VxuTSd},1
TB-Capreomycin 1gm vial  SoH,B1iyrLw1AB8,TB-Capreomycin 1gm vial  SoH,#{iH0rC4i8K6c.wGSba4uJwJ8}+#{LzsYXJhjPUp.dRvK7VxuTSd},1
TB-Carbamazepine 200mg SoH,hOt5EUptGbr,TB-Carbamazepine 200mg SoH,#{jTbFesGG8A1.wGSba4uJwJ8}+#{ggIlzCf3jlk.dRvK7VxuTSd},1
TB-Clofazimine 100mg SoH,e85JyhYtaab,TB-Clofazimine 100mg SoH,#{YOB7gdu9kE1.wGSba4uJwJ8}+#{ZrXmJW51TgK.dRvK7VxuTSd},1
TB-Cycloserine 250mg Tablets SoH,q0LRk0LJl9y,TB-Cycloserine 250mg Tablets SoH,#{wEGZb0FsWSx.wGSba4uJwJ8}+#{gY6wnANUQL9.dRvK7VxuTSd},1
TB-Delaminid 50mg SoH,oH2pgPoiDNB,TB-Delaminid 50mg SoH,#{lvn2UYyzeMP.wGSba4uJwJ8}+#{xAdz2MrUUsc.dRvK7VxuTSd},1
TB-Ethambutol 100 mg  SoH,GSaZC0SX2ca,TB-Ethambutol 100 mg  SoH,#{qJH6detUa4O.dRvK7VxuTSd}+#{w1XL8QcYeED.wGSba4uJwJ8},1
TB-Ethambutol 400 mg SoH,HZX8NZy8C4o,TB-Ethambutol 400 mg SoH,#{iNJizHAnZLc.wGSba4uJwJ8}+#{ZRBJ3WVYEsQ.dRvK7VxuTSd},1
TB-Fluoxetine 20mg SoH,gJBxLRqbw8w,TB-Fluoxetine 20mg SoH,#{tlAdLRE8i6O.wGSba4uJwJ8}+#{cXFzTLs8yTH.dRvK7VxuTSd},1
TB-Haloperidol 5mg SoH,CcfUuVazrgK,TB-Haloperidol 5mg SoH,#{mC3ernb4Bif.wGSba4uJwJ8}+#{he3yHUQndmR.dRvK7VxuTSd},1
TB-Kanamycin 1gm vial SoH,sLNhdZ6Sg6I,TB-Kanamycin 1gm vial SoH,#{ciuJuhCFd1M.wGSba4uJwJ8}+#{gyUSyHt1z0q.dRvK7VxuTSd},1
TB-Levofloxacin 250mg Tablets SoH,S4Zo2ZPYdsx,TB-Levofloxacin 250mg Tablets SoH,#{WewsaQYzYHL.wGSba4uJwJ8}+#{BH5HUOfZs4M.dRvK7VxuTSd},1
TB-Levofloxacin 500mg Tablets SoH,O9QuE98mWPA,TB-Levofloxacin 500mg Tablets SoH,#{qGIJQ7cfzch.wGSba4uJwJ8}+#{CNdY2UgHIET.dRvK7VxuTSd},1
TB-Linezolid 600mg SoH,VLrfV3b9qZP,TB-Linezolid 600mg SoH,#{xqQsLyybIw5.wGSba4uJwJ8}+#{z9QMZREIpkY.dRvK7VxuTSd},1
TB-Magnesium Tricilicate 500mg SoH,KRiSKvcnAbq,TB-Magnesium Tricilicate 500mg SoH,#{QFDI7royKcj.wGSba4uJwJ8}+#{gnEaXO3qhCE.dRvK7VxuTSd},1
TB-Omeprazole 20mg SoH,y4sZWs693uY,TB-Omeprazole 20mg SoH,(#{oYnSlmnHu81.dRvK7VxuTSd})+(#{AZ7GyS8dvip.wGSba4uJwJ8}),1
TB-Para-aminosalicylic acid 4mg SoH,vkfk8Dwxfsv,TB-Para-aminosalicylic acid 4mg SoH,#{GRycZaWtmu3.dRvK7VxuTSd}+#{zth75ip3MUd.wGSba4uJwJ8},1
TB-Patient Packs SoH,zgpZuCMGsZF,TB-Patient Packs SoH,#{i0HKwGrB5sQ.wGSba4uJwJ8}+#{ExSwHJiPywn.dRvK7VxuTSd},1
TB-Prothionamide 250mg SoH,YqdSV0ZsyZw,TB-Prothionamide 250mg SoH,#{IoUEO6cfUFM.dRvK7VxuTSd}+#{KeVDWqho9hw.wGSba4uJwJ8},1
TB-Pyrazinamide 500mg SoH,QuUlAY4vFgG,TB-Pyrazinamide 500mg SoH,#{knfInTNYGJ4.wGSba4uJwJ8}+#{x9Vob0qwPaE.dRvK7VxuTSd},1
TB-R/H 60/60 mg  SoH,ylpWMPAmzuN,TB-R/H 60/60 mg  SoH,#{G2yIfsUWhyM.dRvK7VxuTSd}+#{mGmxyB2ynjC.wGSba4uJwJ8},1
TB-R/H 75/50 mg SoH,aHmjGAVOh02,TB-R/H 75/50 mg SoH,#{D25RrfG5JlP.wGSba4uJwJ8}+#{L9uipIDbAd1.dRvK7VxuTSd},1
TB-R/H/Z 75/50/150 mg SoH,cA4o0UcRUlt,TB-R/H/Z 75/50/150 mg SoH,#{FFklDDzQwaA.wGSba4uJwJ8}+#{MfT3krz1tyl.dRvK7VxuTSd},1
TB-Rifampicin 300mg  SoH,CkaJPvcFzsw,TB-Rifampicin 300mg  SoH,#{i7EE0lkzaAo.wGSba4uJwJ8}+#{qUKbOJARPe8.dRvK7VxuTSd},1
TB-Valproic acid  (Sodium valproate) 200mg SoH,edKko54eNdp,TB-Valproic acid  (Sodium valproate) 200mg SoH,#{lDWk0wX87gt.wGSba4uJwJ8}+#{Ag7xA8qpU36.dRvK7VxuTSd},1
TB/HIV Co-infection rate,O5GobpI9MaS,TB/HIV Co-infection rate,#{uFJqFxWUnQi.SW68XRmPP8J},#{uFJqFxWUnQi.SW68XRmPP8J} + #{uFJqFxWUnQi.M5gPRkmYrbr}
TBS_CDRR Revision 2017 Bedaquiline 100mg Tablets Physical Stock,oC7YxvY0Ukn,Bedaquiline 100mg Tablets Physical Stock,#{Jbmws6l9cl7.PTYglXUo8ZN},1
